team,self_previous_shot,player_position,home_game,location_x,points,location_y,shoot_player,time_from_last_shot,quarter,current_shot_outcome,home_team_name,away_team_name,player_position_name,shot_type_es,weekday,time_decimal,time_elapsed,distance_ft_to_basket,game_id,cell_x,cell_y,cell
ATL,Fallido,PG,Si,878,2,71,Dennis Schroder,74,4,Fallido,Atlanta Hawks,Milwaukee Bucks,Base,Salto de salto,MiÃ©rcoles,9.8,45.8,880.8660511,11,188,14,18814
ATL,Fallido,PF,Si,763,2,154,Paul Millsap,35,4,Anotado,Atlanta Hawks,Milwaukee Bucks,Ala pivot,Puente,MiÃ©rcoles,10.38333333,46.38333333,778.386151,11,163,30,16330
ATL,Anotado,C,Si,887,2,262,Mike Muscala,30,4,Bloqueado,Atlanta Hawks,Milwaukee Bucks,Centro,Bandeo,MiÃ©rcoles,10.88333333,46.88333333,924.8853983,11,190,52,19052
ATL,Bloqueado,PF,Si,882,2,251,Paul Millsap,45,4,Anotado,Atlanta Hawks,Milwaukee Bucks,Ala pivot,Tiro de salto flotante,MiÃ©rcoles,11.63333333,47.63333333,917.019629,11,189,50,18950
ATL,Fallido,C,No,868,2,316,Dwight Howard,30,1,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Tiro de gancho de respuesta,Viernes,0.783333333,0.783333333,923.7315627,12,186,63,18663
ATL,Anotado,SF,No,889,2,236,Kent Bazemore,32,1,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Bandeja,Viernes,1.316666667,1.316666667,919.7918243,12,190,47,19047
ATL,Anotado,PG,No,655,3,169,Dennis Schroder,45,1,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,2.066666667,2.066666667,676.451033,12,140,33,14033
ATL,Fallido,SF,No,730,2,261,Kent Bazemore,18,1,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Tiro de salto pullup,Viernes,2.366666667,2.366666667,775.2554418,12,156,52,15652
ATL,Anotado,SG,No,652,3,362,Kyle Korver,31,1,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Salto de salto,Viernes,2.883333333,2.883333333,745.7533104,12,139,72,13972
ATL,Fallido,SF,No,655,3,168,Kent Bazemore,30,1,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,3.383333333,3.383333333,676.2018929,12,140,33,14033
ATL,Fallido,SG,No,647,3,154,Kyle Korver,49,1,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Salto de salto,Viernes,4.2,4.2,665.0751837,12,138,30,13830
ATL,Fallido,C,No,887,2,274,Dwight Howard,2,1,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Bulto,Viernes,4.233333333,4.233333333,928.3560739,12,190,54,19054
ATL,Fallido,SF,No,715,2,256,Kent Bazemore,24,1,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,4.633333333,4.633333333,759.4478257,12,153,51,15351
ATL,Anotado,C,No,873,2,370,Mike Muscala,35,1,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,5.216666667,5.216666667,948.171398,12,187,73,18773
ATL,Fallido,PG,No,655,3,181,Dennis Schroder,6,1,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,5.316666667,5.316666667,679.5483794,12,140,36,14036
ATL,Fallido,C,No,873,2,241,Dwight Howard,19,1,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Bandeo,Viernes,5.633333333,5.633333333,905.6544595,12,187,48,18748
ATL,Anotado,SF,No,642,3,177,Kent Bazemore,54,1,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,6.533333333,6.533333333,665.952701,12,137,35,13735
ATL,Anotado,C,No,887,2,235,Dwight Howard,28,1,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Bandeo,Viernes,7,7,917.6023104,12,190,46,19046
ATL,Anotado,C,No,657,3,190,Mike Muscala,76,1,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,8.266666667,8.266666667,683.9217792,12,140,37,14037
ATL,Anotado,F,No,882,2,166,Taurean Prince,34,1,Anotado,Charlotte Hornets,Atlanta Hawks,Ala,Salto de salto,Viernes,8.833333333,8.833333333,897.4853759,12,189,33,18933
ATL,Anotado,SG,No,750,3,45,Tim Hardaway Jr.,52,1,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Tiro de salto de 25 '3 puntos,Viernes,9.7,9.7,751.3487872,12,160,8,16008
ATL,Fallido,PF,No,881,2,252,Paul Millsap,35,1,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bandeo,Viernes,10.28333333,10.28333333,916.3323633,12,188,50,18850
ATL,Anotado,G,No,725,2,176,Malcolm Delaney,21,1,Anotado,Charlotte Hornets,Atlanta Hawks,Guardia,Tiro de salto pullup,Viernes,10.63333333,10.63333333,746.0569683,12,155,35,15535
ATL,Anotado,C,No,887,2,437,Mike Muscala,51,1,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,11.48333333,11.48333333,988.8063511,12,190,87,19087
ATL,Anotado,G,No,691,2,293,Malcolm Delaney,31,1,Anotado,Charlotte Hornets,Atlanta Hawks,Guardia,Tiro de salto pullup,Viernes,12,12,750.5531294,12,148,58,14858
ATL,Anotado,SG,No,715,2,293,Tim Hardaway Jr.,31,2,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Jr. 18 'Jump Shot,Viernes,0.6,12.6,772.7056361,12,153,58,15358
ATL,Fallido,G,No,714,2,257,Malcolm Delaney,5,2,Fallido,Charlotte Hornets,Atlanta Hawks,Guardia,Salto de salto,Viernes,0.683333333,12.68333333,758.8445164,12,153,51,15351
ATL,Fallido,PF,No,882,2,230,Kris Humphries,40,2,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bandeo,Viernes,1.35,13.35,911.4954745,12,189,45,18945
ATL,Fallido,PF,No,804,2,184,Paul Millsap,24,2,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Paso atrÃ¡s en el salto de salto,Viernes,1.75,13.75,824.7860329,12,172,36,17236
ATL,Anotado,PF,No,743,2,164,Paul Millsap,30,2,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Salto de salto,Viernes,2.25,14.25,760.8843539,12,159,32,15932
ATL,Fallido,PF,No,647,3,324,Kris Humphries,33,2,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Salto de salto,Viernes,2.8,14.8,723.5917357,12,138,64,13864
ATL,Anotado,PF,No,873,2,398,Paul Millsap,83,2,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Salto de salto,Viernes,4.183333333,16.18333333,959.4441099,12,187,79,18779
ATL,Anotado,SG,No,715,2,326,Kyle Korver,32,2,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Salto de salto,Viernes,4.716666667,16.71666667,785.8123186,12,153,65,15365
ATL,Fallido,PF,No,863,2,163,Paul Millsap,23,2,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Paso atrÃ¡s en el salto de salto,Viernes,5.1,17.1,878.2585041,12,184,32,18432
ATL,Anotado,PG,No,886,2,244,Dennis Schroder,21,2,Anotado,Charlotte Hornets,Atlanta Hawks,Base,Bandeo,Viernes,5.45,17.45,918.9842218,12,189,48,18948
ATL,Anotado,C,No,871,2,336,Dwight Howard,40,2,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Tiro de gancho,Viernes,6.116666667,18.11666667,933.5614602,12,186,67,18667
ATL,Fallido,C,No,848,2,413,Dwight Howard,33,2,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Jump Bank Shot,Viernes,6.666666667,18.66666667,943.2247876,12,181,82,18182
ATL,Fallido,SG,No,735,2,333,Kyle Korver,23,2,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Salto de salto,Viernes,7.05,19.05,806.9163525,12,157,66,15766
ATL,Anotado,PG,No,887,2,228,Dennis Schroder,59,2,Anotado,Charlotte Hornets,Atlanta Hawks,Base,Bandeo,Viernes,8.033333333,20.03333333,915.8345921,12,190,45,19045
ATL,Anotado,PG,No,617,3,250,Dennis Schroder,32,2,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,8.566666667,20.56666667,665.7244175,12,132,49,13249
ATL,Fallido,C,No,889,2,235,Dwight Howard,34,2,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,CallejÃ³n,Viernes,9.133333333,21.13333333,919.5357524,12,190,46,19046
ATL,Fallido,SF,No,760,2,284,Kent Bazemore,15,2,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Tiro de salto pullup,Viernes,9.383333333,21.38333333,811.3297727,12,162,56,16256
ATL,Anotado,SF,No,885,2,282,Kent Bazemore,49,2,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Tiro de salto,Viernes,10.2,22.2,928.8428285,12,189,56,18956
ATL,Fallido,PF,No,878,2,131,Paul Millsap,20,2,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Tiro de salto de respuesta,Viernes,10.53333333,22.53333333,887.7189871,12,188,26,18826
ATL,Fallido,F,No,848,2,149,Taurean Prince,62,2,Bloqueado,Charlotte Hornets,Atlanta Hawks,Ala,Salto de salto,Viernes,11.56666667,23.56666667,860.9907084,12,181,29,18129
ATL,Bloqueado,SG,No,596,3,154,Tim Hardaway Jr.,26,2,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Tiro de salto de 31 '3 puntos,Viernes,12,24,615.5745284,12,127,30,12730
ATL,Fallido,PG,No,46,2,251,Dennis Schroder,31,3,Anotado,Charlotte Hornets,Atlanta Hawks,Base,Bandeja,Viernes,0.266666667,24.26666667,255.1803284,12,9,50,950
ATL,Anotado,SF,No,51,2,251,Kent Bazemore,23,3,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Bandeo,Viernes,0.65,24.65,256.1288738,12,10,50,1050
ATL,Anotado,PG,No,239,2,246,Dennis Schroder,26,3,Anotado,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,1.083333333,25.08333333,342.9825068,12,51,49,5149
ATL,Anotado,PF,No,290,3,212,Paul Millsap,29,3,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Salto de salto,Viernes,1.566666667,25.56666667,359.2269478,12,62,42,6242
ATL,Anotado,PF,No,141,2,359,Paul Millsap,63,3,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Paso atrÃ¡s en el salto de salto,Viernes,2.616666667,26.61666667,385.6967721,12,30,71,3071
ATL,Anotado,SF,No,53,2,243,Kent Bazemore,32,3,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Tiro de bandeja de corte,Viernes,3.15,27.15,248.7126856,12,11,48,1148
ATL,Anotado,PG,No,205,2,243,Dennis Schroder,29,3,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Tiro de salto pullup,Viernes,3.633333333,27.63333333,317.9213739,12,43,48,4348
ATL,Fallido,PF,No,53,2,243,Paul Millsap,25,3,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bandeo,Viernes,4.05,28.05,248.7126856,12,11,48,1148
ATL,Anotado,SF,No,229,3,427,Kent Bazemore,25,3,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,4.466666667,28.46666667,484.5307008,12,49,85,4985
ATL,Fallido,PG,No,283,3,172,Dennis Schroder,7,3,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,4.583333333,28.58333333,331.1691411,12,60,34,6034
ATL,Fallido,PG,No,54,2,272,Dennis Schroder,34,3,Anotado,Charlotte Hornets,Atlanta Hawks,Base,Bandeja,Viernes,5.15,29.15,277.3084925,12,11,54,1154
ATL,Anotado,PG,No,298,3,230,Dennis Schroder,32,3,Fallido,Charlotte Hornets,Atlanta Hawks,Base,Salto de salto,Viernes,5.683333333,29.68333333,376.4359175,12,63,45,6345
ATL,Fallido,SF,No,52,2,250,Kent Bazemore,88,3,Anotado,Charlotte Hornets,Atlanta Hawks,Alero,Conducir volcado,Viernes,7.15,31.15,255.3507392,12,11,49,1149
ATL,Anotado,SG,No,53,2,251,Tim Hardaway Jr.,40,3,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Jr. CUJA DE CONDUCCIÃ“N,Viernes,7.816666667,31.81666667,256.5345981,12,11,50,1150
ATL,Anotado,C,No,58,2,241,Mike Muscala,36,3,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Tiro de bandeja de corte,Viernes,8.416666667,32.41666667,247.8810198,12,12,48,1248
ATL,Anotado,SG,No,53,2,243,Tim Hardaway Jr.,19,3,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Jr. 1 'Running Cutup,Viernes,8.733333333,32.73333333,248.7126856,12,11,48,1148
ATL,Anotado,G,No,265,3,383,Malcolm Delaney,32,3,Fallido,Charlotte Hornets,Atlanta Hawks,Guardia,Salto de salto,Viernes,9.266666667,33.26666667,465.740271,12,56,76,5676
ATL,Fallido,C,No,256,3,382,Mike Muscala,20,3,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,9.6,33.6,459.8478009,12,54,76,5476
ATL,Anotado,C,No,290,3,285,Mike Muscala,25,3,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,10.01666667,34.01666667,406.6017708,12,62,56,6256
ATL,Fallido,SG,No,161,2,436,Tim Hardaway Jr.,17,3,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Jr. 22 'Jump Shot,Viernes,10.3,34.3,464.7762903,12,34,87,3487
ATL,Anotado,PF,No,298,3,194,Paul Millsap,24,3,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Salto de salto,Viernes,10.7,34.7,355.5840266,12,63,38,6338
ATL,Fallido,G,No,251,2,314,Malcolm Delaney,24,3,Fallido,Charlotte Hornets,Atlanta Hawks,Guardia,Salto de salto,Viernes,11.1,35.1,401.9912934,12,53,62,5362
ATL,Fallido,SG,No,92,3,20,Tim Hardaway Jr.,19,3,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Tiro de salto de 3 puntos,Viernes,11.41666667,35.41666667,94.14881837,12,19,3,1903
ATL,Anotado,G,No,82,3,488,Malcolm Delaney,35,3,Fallido,Charlotte Hornets,Atlanta Hawks,Guardia,Salto de salto,Viernes,12,36,494.8413887,12,17,97,1797
ATL,Fallido,PF,No,69,2,248,Paul Millsap,31,4,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bandeo,Viernes,0.233333333,36.23333333,257.4198905,12,14,49,1449
ATL,Fallido,PF,No,64,2,256,Paul Millsap,1,4,Anotado,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bulto,Viernes,0.25,36.25,263.87876,12,13,51,1351
ATL,Anotado,G,No,244,3,424,Malcolm Delaney,93,4,Fallido,Charlotte Hornets,Atlanta Hawks,Guardia,Salto de salto,Viernes,1.8,37.8,489.1952575,12,52,84,5284
ATL,Fallido,SG,No,300,3,249,Tim Hardaway Jr.,21,4,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Tiro de salto de 25 '3 puntos,Viernes,2.15,38.15,389.8730563,12,64,49,6449
ATL,Fallido,SG,No,58,2,244,Tim Hardaway Jr.,59,4,Fallido,Charlotte Hornets,Atlanta Hawks,Escolta,Jr. 1 'Baneza inversa,Viernes,3.133333333,39.13333333,250.7987241,12,12,48,1248
ATL,Fallido,G,No,62,2,259,Malcolm Delaney,21,4,Bloqueado,Charlotte Hornets,Atlanta Hawks,Guardia,Bandeo,Viernes,3.483333333,39.48333333,266.3174797,12,13,51,1351
ATL,Bloqueado,PF,No,58,2,272,Paul Millsap,30,4,Fallido,Charlotte Hornets,Atlanta Hawks,Ala pivot,Bandeo,Viernes,3.983333333,39.98333333,278.1150841,12,12,54,1254
ATL,Fallido,PG,No,53,2,277,Dennis Schroder,46,4,Bloqueado,Charlotte Hornets,Atlanta Hawks,Base,Bandeo,Viernes,4.75,40.75,282.0248216,12,11,55,1155
ATL,Bloqueado,C,No,67,2,194,Dwight Howard,19,4,Bloqueado,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,5.066666667,41.06666667,205.2437575,12,14,38,1438
ATL,Bloqueado,C,No,52,2,250,Dwight Howard,26,4,Anotado,Charlotte Hornets,Atlanta Hawks,Centro,CallejÃ³n oop volteo,Viernes,5.5,41.5,255.3507392,12,11,49,1149
ATL,Anotado,SF,No,53,2,260,Kent Bazemore,74,4,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Bandeja,Viernes,6.733333333,42.73333333,265.3469427,12,11,51,1151
ATL,Fallido,SF,No,288,3,167,Kent Bazemore,34,4,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,7.3,43.3,332.9159053,12,61,33,6133
ATL,Fallido,C,No,308,3,254,Mike Muscala,55,4,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,8.216666667,44.21666667,399.2242478,12,66,50,6650
ATL,Fallido,C,No,67,3,483,Mike Muscala,60,4,Fallido,Charlotte Hornets,Atlanta Hawks,Centro,Salto de salto,Viernes,9.216666667,45.21666667,487.6248558,12,14,96,1496
ATL,Fallido,SG,No,259,3,390,Kyle Korver,89,4,Anotado,Charlotte Hornets,Atlanta Hawks,Escolta,Salto de salto,Viernes,10.7,46.7,468.167705,12,55,77,5577
ATL,Anotado,SF,No,58,2,259,Kent Bazemore,69,4,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Bandeja,Viernes,11.85,47.85,265.4147697,12,12,51,1251
ATL,Fallido,SF,No,59,3,15,Kent Bazemore,8,4,Fallido,Charlotte Hornets,Atlanta Hawks,Alero,Salto de salto,Viernes,11.98333333,47.98333333,60.87692502,12,12,2,1202
ATL,Anotado,SG,No,719,2,308,Kyle Korver,40,1,Anotado,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,0.95,0.95,782.1924316,13,154,61,15461
ATL,Anotado,PG,No,887,2,241,Dennis Schroder,63,1,Fallido,New York Knicks,Atlanta Hawks,Base,Bandeja,Domingo,2,2,919.1572227,13,190,48,19048
ATL,Fallido,SF,No,827,3,487,Kent Bazemore,8,1,Fallido,New York Knicks,Atlanta Hawks,Alero,Salto de salto,Domingo,2.133333333,2.133333333,959.7385061,13,177,97,17797
ATL,Fallido,PF,No,792,2,140,Paul Millsap,60,1,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,3.133333333,3.133333333,804.2785587,13,169,27,16927
ATL,Fallido,PF,No,788,2,192,Paul Millsap,28,1,Anotado,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,3.6,3.6,811.0536357,13,168,38,16838
ATL,Anotado,PG,No,709,3,452,Dennis Schroder,33,1,Fallido,New York Knicks,Atlanta Hawks,Base,Salto de salto,Domingo,4.15,4.15,840.8240006,13,151,90,15190
ATL,Fallido,SF,No,889,2,235,Kent Bazemore,34,1,Fallido,New York Knicks,Atlanta Hawks,Alero,Bandeja,Domingo,4.716666667,4.716666667,919.5357524,13,190,46,19046
ATL,Fallido,C,No,888,2,250,Dwight Howard,1,1,Anotado,New York Knicks,Atlanta Hawks,Centro,Retroceso,Domingo,4.733333333,4.733333333,922.5204605,13,190,49,19049
ATL,Anotado,PG,No,863,2,293,Dennis Schroder,24,1,Fallido,New York Knicks,Atlanta Hawks,Base,ConducciÃ³n de salto flotante,Domingo,5.133333333,5.133333333,911.3824664,13,184,58,18458
ATL,Fallido,PG,No,868,2,252,Dennis Schroder,26,1,Bloqueado,New York Knicks,Atlanta Hawks,Base,Bandeja,Domingo,5.566666667,5.566666667,903.8406939,13,186,50,18650
ATL,Bloqueado,SF,No,881,2,241,Kent Bazemore,2,1,Fallido,New York Knicks,Atlanta Hawks,Alero,Bandeo,Domingo,5.6,5.6,913.3684908,13,188,48,18848
ATL,Fallido,SG,No,681,2,277,Kyle Korver,45,1,Fallido,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,6.35,6.35,735.18025,13,145,55,14555
ATL,Fallido,C,No,868,2,249,Mike Muscala,48,1,Fallido,New York Knicks,Atlanta Hawks,Centro,Bandeo,Domingo,7.15,7.15,903.0088593,13,186,49,18649
ATL,Fallido,C,No,888,2,250,Dwight Howard,1,1,Anotado,New York Knicks,Atlanta Hawks,Centro,Retroceso,Domingo,7.166666667,7.166666667,922.5204605,13,190,49,19049
ATL,Anotado,C,No,868,2,274,Dwight Howard,43,1,Fallido,New York Knicks,Atlanta Hawks,Centro,Disparo de gancho de conducciÃ³n,Domingo,7.883333333,7.883333333,910.2197537,13,186,54,18654
ATL,Fallido,SG,No,704,2,326,Tim Hardaway Jr.,24,1,Anotado,New York Knicks,Atlanta Hawks,Escolta,Jr. 20 'Jump Shot,Domingo,8.283333333,8.283333333,775.8169887,13,150,65,15065
ATL,Anotado,F,No,814,2,249,Taurean Prince,40,1,Fallido,New York Knicks,Atlanta Hawks,Ala,Salto de salto,Domingo,8.95,8.95,851.2326357,13,174,49,17449
ATL,Fallido,C,No,878,2,256,Mike Muscala,1,1,Fallido,New York Knicks,Atlanta Hawks,Centro,Punta de enlace de punta,Domingo,8.966666667,8.966666667,914.5600035,13,188,51,18851
ATL,Fallido,F,No,878,2,161,Taurean Prince,140,1,Anotado,New York Knicks,Atlanta Hawks,Ala,Salto de salto,Domingo,11.3,11.3,892.6393449,13,188,32,18832
ATL,Anotado,C,No,679,3,415,Mike Muscala,31,1,Fallido,New York Knicks,Atlanta Hawks,Centro,Salto de salto,Domingo,11.81666667,11.81666667,795.7801204,13,145,82,14582
ATL,Fallido,PF,No,868,2,228,Paul Millsap,31,2,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Bandeja,Domingo,0.7,12.7,897.445263,13,186,45,18645
ATL,Fallido,F,No,895,3,491,Taurean Prince,15,2,Fallido,New York Knicks,Atlanta Hawks,Ala,Salto de salto,Domingo,0.95,12.95,1020.835932,13,191,98,19198
ATL,Fallido,G,No,724,2,163,Malcolm Delaney,48,2,Fallido,New York Knicks,Atlanta Hawks,Guardia,Salto de salto,Domingo,1.75,13.75,742.1219576,13,155,32,15532
ATL,Fallido,PF,No,769,3,475,Paul Millsap,7,2,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,1.866666667,13.86666667,903.8727787,13,164,94,16494
ATL,Fallido,SG,No,715,3,38,Kyle Korver,14,2,Fallido,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,2.1,14.1,716.0090782,13,153,7,15307
ATL,Fallido,F,No,890,2,262,Taurean Prince,3,2,Fallido,New York Knicks,Atlanta Hawks,Ala,Bandeo,Domingo,2.15,14.15,927.7629007,13,190,52,19052
ATL,Fallido,PF,No,882,2,240,Paul Millsap,37,2,Anotado,New York Knicks,Atlanta Hawks,Ala pivot,Bandeja,Domingo,2.766666667,14.76666667,914.0700192,13,189,47,18947
ATL,Anotado,PF,No,876,2,261,Paul Millsap,33,2,Anotado,New York Knicks,Atlanta Hawks,Ala pivot,Bandeo,Domingo,3.316666667,15.31666667,914.05525,13,187,52,18752
ATL,Anotado,PF,No,755,2,164,Kris Humphries,54,2,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,4.216666667,16.21666667,772.6066269,13,161,32,16132
ATL,Fallido,PF,No,860,2,277,Paul Millsap,26,2,Anotado,New York Knicks,Atlanta Hawks,Ala pivot,Bandeja,Domingo,4.65,16.65,903.5092695,13,184,55,18455
ATL,Anotado,SF,No,882,2,264,Kent Bazemore,78,2,Fallido,New York Knicks,Atlanta Hawks,Alero,Bandeja,Domingo,5.95,17.95,920.6628047,13,189,52,18952
ATL,Fallido,C,No,758,2,308,Mike Muscala,25,2,Fallido,New York Knicks,Atlanta Hawks,Centro,Salto de salto,Domingo,6.366666667,18.36666667,818.185798,13,162,61,16261
ATL,Fallido,SF,No,866,2,261,Kent Bazemore,18,2,Anotado,New York Knicks,Atlanta Hawks,Alero,CallejÃ³n,Domingo,6.666666667,18.66666667,904.4760914,13,185,52,18552
ATL,Anotado,PG,No,699,3,436,Dennis Schroder,39,2,Fallido,New York Knicks,Atlanta Hawks,Base,Salto de salto,Domingo,7.316666667,19.31666667,823.8306865,13,149,87,14987
ATL,Fallido,C,No,888,2,250,Dwight Howard,38,2,Anotado,New York Knicks,Atlanta Hawks,Centro,CallejÃ³n oop volteo,Domingo,7.95,19.95,922.5204605,13,190,49,19049
ATL,Anotado,PG,No,711,3,434,Dennis Schroder,26,2,Fallido,New York Knicks,Atlanta Hawks,Base,Tiro de salto pullup,Domingo,8.383333333,20.38333333,832.9927971,13,152,86,15286
ATL,Fallido,SF,No,870,2,240,Kent Bazemore,32,2,Anotado,New York Knicks,Atlanta Hawks,Alero,Bandeja,Domingo,8.916666667,20.91666667,902.4965374,13,186,47,18647
ATL,Anotado,PF,No,774,2,249,Paul Millsap,38,2,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,9.55,21.55,813.066418,13,165,49,16549
ATL,Fallido,SG,No,676,3,369,Tim Hardaway Jr.,5,2,Fallido,New York Knicks,Atlanta Hawks,Escolta,Tiro de salto de 24 '3 puntos,Domingo,9.633333333,21.63333333,770.1538807,13,144,73,14473
ATL,Fallido,SG,No,809,2,452,Kyle Korver,26,2,Anotado,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,10.06666667,22.06666667,926.7065339,13,173,90,17390
ATL,Anotado,PF,No,851,2,182,Paul Millsap,63,2,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Tiro de salto de respuesta,Domingo,11.11666667,23.11666667,870.2442186,13,182,36,18236
ATL,Fallido,SG,No,784,3,490,Tim Hardaway Jr.,23,2,Anotado,New York Knicks,Atlanta Hawks,Escolta,Tiro de salto de 26 '3 puntos,Domingo,11.5,23.5,924.5301509,13,168,97,16897
ATL,Anotado,C,No,52,2,250,Dwight Howard,31,3,Anotado,New York Knicks,Atlanta Hawks,Centro,Remojar,Domingo,0.45,24.45,255.3507392,13,11,49,1149
ATL,Anotado,PF,No,50,2,396,Paul Millsap,30,3,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Salto de salto,Domingo,0.95,24.95,399.1440843,13,10,79,1079
ATL,Fallido,SG,No,244,2,154,Kyle Korver,49,3,Anotado,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,1.766666667,25.76666667,288.5342267,13,52,30,5230
ATL,Anotado,PG,No,182,2,164,Dennis Schroder,32,3,Fallido,New York Knicks,Atlanta Hawks,Base,Salto de salto,Domingo,2.3,26.3,244.9897957,13,39,32,3932
ATL,Fallido,SG,No,87,2,434,Kyle Korver,19,3,Fallido,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,2.616666667,26.61666667,442.6341605,13,18,86,1886
ATL,Fallido,PF,No,107,2,251,Paul Millsap,30,3,Anotado,New York Knicks,Atlanta Hawks,Ala pivot,Tiro de salto flotante,Domingo,3.116666667,27.11666667,272.855273,13,22,50,2250
ATL,Anotado,PF,No,40,2,260,Paul Millsap,34,3,Fallido,New York Knicks,Atlanta Hawks,Ala pivot,Bandeo,Domingo,3.683333333,27.68333333,263.0589288,13,8,51,851
ATL,Fallido,C,No,52,2,250,Dwight Howard,24,3,Anotado,New York Knicks,Atlanta Hawks,Centro,CallejÃ³n oop volteo,Domingo,4.083333333,28.08333333,255.3507392,13,11,49,1149
ATL,Anotado,SG,No,79,3,483,Kyle Korver,52,3,Fallido,New York Knicks,Atlanta Hawks,Escolta,Salto de salto,Domingo,4.95,28.95,489.4180217,13,16,96,1696
