team,self_previous_shot,player_position,home_game,location_x,home_team,shot_type,points,away_team,location_y,time,date,shoot_player,time_from_last_shot,quarter,current_shot_outcome,home_team_name,away_team_name,player_position_name,shot_type_es,date_formatted,weekday,distance_ft_to_basket,game_id
ATL,Anotado,SG,Si,279,ATL,25' 3PT Jump Shot,3,LAL,342,9:24,2/11/2016,Tim Hardaway Jr.,23,1,Fallido,Atlanta Hawks,Los Angeles Lakers,Escolta,Tiro de salto de 25 '3 puntos,2/11/2016,Miercoles,441.3671941,4
ATL,Fallido,C,Si,220,ATL,Jump Shot,2,LAL,341,9:48,2/11/2016,Mike Muscala,24,1,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Salto de salto,2/11/2016,Miercoles,405.8090684,4
ATL,Anotado,PF,Si,77,ATL,Pullup Jump Shot,2,LAL,274,10:23,2/11/2016,Paul Millsap,35,1,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Tiro de salto pullup,2/11/2016,Miercoles,284.6137734,4
ATL,Bloqueado,C,Si,92,ATL,Jump Shot,3,LAL,20,10:51,2/11/2016,Mike Muscala,28,1,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Salto de salto,2/11/2016,Miercoles,94.14881837,4
ATL,Anotado,SG,Si,98,ATL,24' 3PT Jump Shot,3,LAL,483,11:33,2/11/2016,Tim Hardaway Jr.,42,1,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,Tiro de salto de 24 '3 puntos,2/11/2016,Miercoles,492.8417596,4
ATL,Anotado,SG,Si,249,ATL,26' 3PT Pullup Jump Shot,3,LAL,411,12:00,2/11/2016,Tim Hardaway Jr.,27,1,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,Tiro de salto pullup de 26 '3 puntos,2/11/2016,Miercoles,480.5434424,4
ATL,Anotado,PF,Si,180,ATL,Pullup Jump Shot,2,LAL,260,1:37,2/11/2016,Paul Millsap,,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Tiro de salto pullup,2/11/2016,Miercoles,316.227766,4
ATL,Fallido,SF,Si,172,ATL,Pullup Jump Shot,2,LAL,228,2:07,2/11/2016,Thabo Sefolosha,30,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Tiro de salto pullup,2/11/2016,Miercoles,285.6011204,4
ATL,Fallido,PF,Si,269,ATL,Running Jump Shot,3,LAL,380,2:28,2/11/2016,Paul Millsap,21,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Tiro de salto,2/11/2016,Miercoles,465.5759874,4
ATL,Fallido,PF,Si,293,ATL,Jump Shot,3,LAL,283,3:00,2/11/2016,Kris Humphries,32,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,407.3548821,4
ATL,Fallido,G,Si,131,ATL,Driving Floating Jump Shot,2,LAL,316,3:18,2/11/2016,Malcolm Delaney,18,2,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Guardia,ConducciÃ³n de salto flotante,2/11/2016,Miercoles,342.0774766,4
ATL,Bloqueado,G,Si,293,ATL,Jump Shot,3,LAL,136,3:34,2/11/2016,Malcolm Delaney,16,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Guardia,Salto de salto,2/11/2016,Miercoles,323.0247669,4
ATL,Fallido,PF,Si,116,ATL,Jump Shot,2,LAL,117,3:44,2/11/2016,Paul Millsap,10,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,164.7573974,4
ATL,Anotado,PF,Si,205,ATL,Jump Shot,2,LAL,176,4:34,2/11/2016,Kris Humphries,50,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,270.1869723,4
ATL,Anotado,SF,Si,50,ATL,Driving Layup,2,LAL,254,5:14,2/11/2016,Thabo Sefolosha,40,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Bandeja,2/11/2016,Miercoles,258.874487,4
ATL,Anotado,PG,Si,58,ATL,Driving Layup,2,LAL,262,5:52,2/11/2016,Dennis Schroder,38,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,268.343064,4
ATL,Anotado,C,Si,52,ATL,Alley Oop Dunk,2,LAL,250,6:15,2/11/2016,Dwight Howard,23,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,CallejÃ³n oop volteo,2/11/2016,Miercoles,255.3507392,4
ATL,Anotado,PF,Si,54,ATL,Running Dunk,2,LAL,256,6:49,2/11/2016,Kris Humphries,34,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Correr volcado,2/11/2016,Miercoles,261.6333312,4
ATL,Anotado,PG,Si,58,ATL,Driving Layup,2,LAL,246,7:28,2/11/2016,Dennis Schroder,39,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,252.7449307,4
ATL,Anotado,SF,Si,226,ATL,Pullup Jump Shot,2,LAL,215,7:54,2/11/2016,Kent Bazemore,26,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Tiro de salto pullup,2/11/2016,Miercoles,311.9310821,4
ATL,Fallido,PG,Si,151,ATL,Driving Floating Jump Shot,2,LAL,264,8:16,2/11/2016,Dennis Schroder,22,2,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Base,ConducciÃ³n de salto flotante,2/11/2016,Miercoles,304.1331945,4
ATL,Bloqueado,C,Si,98,ATL,Hook Shot,2,LAL,195,8:20,2/11/2016,Dwight Howard,4,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Centro,Tiro de gancho,2/11/2016,Miercoles,218.2406928,4
ATL,Fallido,SF,Si,285,ATL,Jump Shot,3,LAL,179,9:30,2/11/2016,Kent Bazemore,70,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,336.5501449,4
ATL,Fallido,SF,Si,92,ATL,Jump Shot,3,LAL,23,11:03,2/11/2016,Thabo Sefolosha,93,2,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,94.83142939,4
ATL,Fallido,C,Si,52,ATL,Alley Oop Dunk,2,LAL,250,11:25,2/11/2016,Dwight Howard,22,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,CallejÃ³n oop volteo,2/11/2016,Miercoles,255.3507392,4
ATL,Anotado,SF,Si,51,ATL,Driving Layup,2,LAL,272,11:58,2/11/2016,Kent Bazemore,33,2,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Bandeja,2/11/2016,Miercoles,276.7399501,4
ATL,Anotado,SF,Si,882,ATL,Running Layup,2,LAL,240,0:23,2/11/2016,Kent Bazemore,,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Bandeja,2/11/2016,Miercoles,914.0700192,4
ATL,Anotado,SF,Si,701,ATL,Jump Shot,3,LAL,91,1:09,2/11/2016,Kent Bazemore,46,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,706.8818855,4
ATL,Fallido,SF,Si,886,ATL,Cutting Layup Shot,2,LAL,250,1:38,2/11/2016,Kent Bazemore,29,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Tiro de bandeja de corte,2/11/2016,Miercoles,920.5954595,4
ATL,Anotado,PG,Si,889,ATL,Running Layup,2,LAL,254,2:00,2/11/2016,Dennis Schroder,22,3,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,924.5739559,4
ATL,Bloqueado,PF,Si,882,ATL,Driving Layup,2,LAL,235,2:13,2/11/2016,Paul Millsap,13,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Bandeja,2/11/2016,Miercoles,912.7699601,4
ATL,Anotado,C,Si,873,ATL,Driving Layup,2,LAL,248,2:43,2/11/2016,Dwight Howard,30,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Bandeja,2/11/2016,Miercoles,907.5422855,4
ATL,Anotado,PG,Si,725,ATL,Pullup Jump Shot,2,LAL,336,3:44,2/11/2016,Dennis Schroder,61,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Base,Tiro de salto pullup,2/11/2016,Miercoles,799.0750903,4
ATL,Fallido,C,Si,888,ATL,Dunk,2,LAL,250,4:05,2/11/2016,Dwight Howard,21,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Remojar,2/11/2016,Miercoles,922.5204605,4
ATL,Anotado,PF,Si,779,ATL,Fadeaway Jumper,2,LAL,231,4:40,2/11/2016,Paul Millsap,35,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Puente,2/11/2016,Miercoles,812.5281534,4
ATL,Fallido,C,Si,887,ATL,Layup,2,LAL,236,5:11,2/11/2016,Dwight Howard,31,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Bandeo,2/11/2016,Miercoles,917.8589216,4
ATL,Anotado,C,Si,890,ATL,Driving Reverse Layup,2,LAL,238,5:54,2/11/2016,Dwight Howard,43,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,ConducciÃ³n de bandeja inversa,2/11/2016,Miercoles,921.2730323,4
ATL,Anotado,C,Si,889,ATL,Layup,2,LAL,257,6:19,2/11/2016,Dwight Howard,25,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Centro,Bandeo,2/11/2016,Miercoles,925.4026151,4
ATL,Fallido,PG,Si,647,ATL,Jump Shot,3,LAL,279,6:23,2/11/2016,Dennis Schroder,4,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Base,Salto de salto,2/11/2016,Miercoles,704.5920806,4
ATL,Anotado,PF,Si,715,ATL,Jump Shot,3,LAL,423,6:55,2/11/2016,Paul Millsap,32,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,830.7550782,4
ATL,Fallido,C,Si,888,ATL,Dunk,2,LAL,250,7:25,2/11/2016,Dwight Howard,30,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Remojar,2/11/2016,Miercoles,922.5204605,4
ATL,Anotado,SF,Si,686,ATL,Running Jump Shot,3,LAL,95,7:51,2/11/2016,Kent Bazemore,26,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Tiro de salto,2/11/2016,Miercoles,692.5467493,4
ATL,Fallido,SG,Si,882,ATL,Jump Shot,3,LAL,480,8:21,2/11/2016,Kyle Korver,30,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Escolta,Salto de salto,2/11/2016,Miercoles,1004.153375,4
ATL,Fallido,PF,Si,889,ATL,Putback Layup,2,LAL,249,8:23,2/11/2016,Paul Millsap,2,3,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Bulto,2/11/2016,Miercoles,923.2128682,4
ATL,Bloqueado,G,Si,828,ATL,Pullup Jump Shot,2,LAL,176,8:47,2/11/2016,Malcolm Delaney,24,3,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Guardia,Tiro de salto pullup,2/11/2016,Miercoles,846.498671,4
ATL,Bloqueado,SG,Si,769,ATL,Jr. 17' Pullup Jump Shot,2,LAL,131,9:48,2/11/2016,Tim Hardaway Jr.,61,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,JR. 17 'Pullup Jump Shot,2/11/2016,Miercoles,780.0782012,4
ATL,Anotado,SG,Si,720,ATL,26' 3PT Jump Shot,3,LAL,441,10:25,2/11/2016,Tim Hardaway Jr.,37,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,Tiro de salto de 26 '3 puntos,2/11/2016,Miercoles,844.3228056,4
ATL,Anotado,PF,Si,642,ATL,Jump Shot,3,LAL,228,11:20,2/11/2016,Kris Humphries,55,3,Anotado,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,681.2840817,4
ATL,Anotado,SF,Si,843,ATL,Jump Shot,3,LAL,10,12:00,2/11/2016,Thabo Sefolosha,40,3,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,843.0593099,4
ATL,Fallido,SG,Si,881,ATL,Jr. 1' Driving Layup,2,LAL,254,0:13,2/11/2016,Tim Hardaway Jr.,,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,Jr. 1 'Plazo de conducciÃ³n,2/11/2016,Miercoles,916.8843984,4
ATL,Anotado,PF,Si,709,ATL,Jump Shot,2,LAL,320,0:39,2/11/2016,Kris Humphries,26,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Salto de salto,2/11/2016,Miercoles,777.8695263,4
ATL,Fallido,C,Si,889,ATL,Putback Layup,2,LAL,244,0:41,2/11/2016,Mike Muscala,2,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Bulto,2/11/2016,Miercoles,921.8768898,4
ATL,Anotado,G,Si,706,ATL,Pullup Jump Shot,2,LAL,346,1:21,2/11/2016,Malcolm Delaney,40,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Guardia,Tiro de salto pullup,2/11/2016,Miercoles,786.2264305,4
ATL,Fallido,PF,Si,851,ATL,Hook Shot,2,LAL,315,2:01,2/11/2016,Kris Humphries,40,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Ala-pÃ­vot,Tiro de gancho,2/11/2016,Miercoles,907.4282341,4
ATL,Fallido,SF,Si,895,ATL,Cutting Layup Shot,2,LAL,252,2:20,2/11/2016,Thabo Sefolosha,19,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Tiro de bandeja de corte,2/11/2016,Miercoles,929.8005162,4
ATL,Anotado,SG,Si,642,ATL,25' 3PT Jump Shot,3,LAL,238,3:40,2/11/2016,Tim Hardaway Jr.,80,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Escolta,Tiro de salto de 25 '3 puntos,2/11/2016,Miercoles,684.6955528,4
ATL,Fallido,SG,Si,652,ATL,Jump Shot,3,LAL,323,4:44,2/11/2016,Kyle Korver,64,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Escolta,Salto de salto,2/11/2016,Miercoles,727.6214675,4
ATL,Fallido,PG,Si,894,ATL,Running Layup,2,LAL,241,5:13,2/11/2016,Dennis Schroder,29,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,925.9141429,4
ATL,Anotado,PG,Si,642,ATL,Jump Shot,3,LAL,210,5:54,2/11/2016,Dennis Schroder,41,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Base,Salto de salto,2/11/2016,Miercoles,675.4731675,4
ATL,Fallido,SG,Si,704,ATL,Jump Shot,3,LAL,416,6:28,2/11/2016,Kyle Korver,34,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Escolta,Salto de salto,2/11/2016,Miercoles,817.7236697,4
ATL,Anotado,SG,Si,647,ATL,Jump Shot,3,LAL,197,7:03,2/11/2016,Kyle Korver,35,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Escolta,Salto de salto,2/11/2016,Miercoles,676.3268441,4
ATL,Fallido,SF,Si,696,ATL,Jump Shot,3,LAL,405,7:41,2/11/2016,Kent Bazemore,38,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,805.2583436,4
ATL,Anotado,C,Si,888,ATL,Cutting Dunk Shot,2,LAL,250,8:40,2/11/2016,Dwight Howard,59,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Corte de tiro de volcado,2/11/2016,Miercoles,922.5204605,4
ATL,Anotado,SF,Si,886,ATL,Driving Layup,2,LAL,254,9:20,2/11/2016,Kent Bazemore,40,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Bandeja,2/11/2016,Miercoles,921.6897526,4
ATL,Fallido,C,Si,878,ATL,Tip Layup Shot,2,LAL,233,9:23,2/11/2016,Dwight Howard,3,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Punta de enlace de punta,2/11/2016,Miercoles,908.3903346,4
ATL,Anotado,PG,Si,886,ATL,Driving Layup,2,LAL,250,10:03,2/11/2016,Dennis Schroder,40,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,920.5954595,4
ATL,Fallido,PG,Si,889,ATL,Driving Layup,2,LAL,226,11:22,2/11/2016,Dennis Schroder,79,4,Bloqueado,Atlanta Hawks,Los Angeles Lakers,Base,Bandeja,2/11/2016,Miercoles,917.2769484,4
ATL,Bloqueado,SF,Si,887,ATL,Jump Shot,3,LAL,248,11:50,2/11/2016,Kent Bazemore,28,4,Fallido,Atlanta Hawks,Los Angeles Lakers,Alero,Salto de salto,2/11/2016,Miercoles,921.0173723,4
ATL,Fallido,C,Si,858,ATL,Putback Layup,2,LAL,480,11:50,2/11/2016,Dwight Howard,0,4,Anotado,Atlanta Hawks,Los Angeles Lakers,Centro,Bulto,2/11/2016,Miercoles,983.139868,4
ATL,,SG,No,878,WAS,Layup,2,ATL,233,0:19,4/11/2016,Kyle Korver,,1,Bloqueado,Washington Wizards,Atlanta Hawks,Escolta,Bandeo,4/11/2016,Viernes,908.3903346,5
ATL,Bloqueado,C,No,879,WAS,Alley Oop Layup,2,ATL,211,0:40,4/11/2016,Dwight Howard,21,1,Fallido,Washington Wizards,Atlanta Hawks,Centro,CallejÃ³n,4/11/2016,Viernes,903.9701322,5
ATL,Fallido,C,No,856,WAS,Turnaround Hook Shot,2,ATL,171,1:27,4/11/2016,Dwight Howard,47,1,Fallido,Washington Wizards,Atlanta Hawks,Centro,Tiro de gancho de respuesta,4/11/2016,Viernes,872.9129395,5
ATL,Fallido,SF,No,900,WAS,Layup,2,ATL,241,1:48,4/11/2016,Kent Bazemore,21,1,Fallido,Washington Wizards,Atlanta Hawks,Alero,Bandeo,4/11/2016,Viernes,931.7086454,5
ATL,Fallido,SF,No,863,WAS,Jump Shot,3,ATL,27,2:14,4/11/2016,Kent Bazemore,26,1,Fallido,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,863.4222605,5
ATL,Fallido,PG,No,900,WAS,Layup,2,ATL,250,2:37,4/11/2016,Dennis Schroder,23,1,Fallido,Washington Wizards,Atlanta Hawks,Base,Bandeo,4/11/2016,Viernes,934.0770846,5
ATL,Fallido,SF,No,851,WAS,Driving Layup,2,ATL,277,3:24,4/11/2016,Kent Bazemore,47,1,Fallido,Washington Wizards,Atlanta Hawks,Alero,Bandeja,4/11/2016,Viernes,894.9469258,5
ATL,Fallido,SF,No,725,WAS,Jump Shot,2,ATL,223,3:56,4/11/2016,Kent Bazemore,32,1,Fallido,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,758.5209292,5
ATL,Fallido,PG,No,691,WAS,Jump Shot,3,ATL,406,4:01,4/11/2016,Dennis Schroder,5,1,Fallido,Washington Wizards,Atlanta Hawks,Base,Salto de salto,4/11/2016,Viernes,801.4468167,5
ATL,Fallido,SF,No,652,WAS,Jump Shot,3,ATL,141,4:23,4/11/2016,Thabo Sefolosha,22,1,Anotado,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,667.0719601,5
ATL,Anotado,SG,No,650,WAS,Jump Shot,3,ATL,397,5:32,4/11/2016,Kyle Korver,69,1,Fallido,Washington Wizards,Atlanta Hawks,Escolta,Salto de salto,4/11/2016,Viernes,761.6488692,5
ATL,Fallido,C,No,856,WAS,Jump Shot,3,ATL,17,6:10,4/11/2016,Mike Muscala,38,1,Fallido,Washington Wizards,Atlanta Hawks,Centro,Salto de salto,4/11/2016,Viernes,856.1687918,5
ATL,Fallido,PG,No,868,WAS,Driving Layup,2,ATL,212,6:41,4/11/2016,Dennis Schroder,31,1,Fallido,Washington Wizards,Atlanta Hawks,Base,Bandeja,4/11/2016,Viernes,893.5144095,5
ATL,Fallido,PG,No,881,WAS,Driving Layup,2,ATL,257,6:47,4/11/2016,Dennis Schroder,6,1,Anotado,Washington Wizards,Atlanta Hawks,Base,Bandeja,4/11/2016,Viernes,917.7200009,5
ATL,Anotado,PG,No,895,WAS,Floating Jump Shot,2,ATL,326,7:23,4/11/2016,Dennis Schroder,36,1,Anotado,Washington Wizards,Atlanta Hawks,Base,Tiro de salto flotante,4/11/2016,Viernes,952.5234905,5
ATL,Anotado,SG,No,895,WAS,Jr. 1' Running Layup,2,ATL,259,7:46,4/11/2016,Tim Hardaway Jr.,23,1,Anotado,Washington Wizards,Atlanta Hawks,Escolta,Jr. 1 'Running Cutup,4/11/2016,Viernes,931.7220616,5
ATL,Anotado,PF,No,632,WAS,Jump Shot,3,ATL,213,8:13,4/11/2016,Paul Millsap,27,1,Fallido,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Salto de salto,4/11/2016,Viernes,666.9280321,5
ATL,Fallido,C,No,650,WAS,Jump Shot,3,ATL,146,8:40,4/11/2016,Mike Muscala,27,1,Fallido,Washington Wizards,Atlanta Hawks,Centro,Salto de salto,4/11/2016,Viernes,666.1951666,5
ATL,Fallido,SG,No,774,WAS,Jr. 17' Jump Shot,2,ATL,123,8:49,4/11/2016,Tim Hardaway Jr.,9,1,Bloqueado,Washington Wizards,Atlanta Hawks,Escolta,JR. 17 'Jump Shot,4/11/2016,Viernes,783.7123197,5
ATL,Bloqueado,C,No,887,WAS,Putback Layup,2,ATL,244,8:52,4/11/2016,Dwight Howard,3,1,Anotado,Washington Wizards,Atlanta Hawks,Centro,Bulto,4/11/2016,Viernes,919.9483681,5
ATL,Anotado,SG,No,843,WAS,24' 3PT Jump Shot,3,ATL,485,9:40,4/11/2016,Tim Hardaway Jr.,48,1,Fallido,Washington Wizards,Atlanta Hawks,Escolta,Tiro de salto de 24 '3 puntos,4/11/2016,Viernes,972.560538,5
ATL,Fallido,C,No,779,WAS,Turnaround Jump Shot,2,ATL,295,10:16,4/11/2016,Mike Muscala,36,1,Anotado,Washington Wizards,Atlanta Hawks,Centro,Tiro de salto de respuesta,4/11/2016,Viernes,832.9861944,5
ATL,Anotado,C,No,888,WAS,Alley Oop Dunk,2,ATL,250,10:42,4/11/2016,Dwight Howard,26,1,Anotado,Washington Wizards,Atlanta Hawks,Centro,CallejÃ³n oop volteo,4/11/2016,Viernes,922.5204605,5
ATL,Anotado,SG,No,853,WAS,24' 3PT Jump Shot,3,ATL,491,11:13,4/11/2016,Tim Hardaway Jr.,31,1,Fallido,Washington Wizards,Atlanta Hawks,Escolta,Tiro de salto de 24 '3 puntos,4/11/2016,Viernes,984.2205037,5
ATL,Fallido,C,No,868,WAS,Jump Shot,2,ATL,282,0:29,4/11/2016,Dwight Howard,,2,Fallido,Washington Wizards,Atlanta Hawks,Centro,Salto de salto,4/11/2016,Viernes,912.659849,5
ATL,Fallido,SF,No,868,WAS,Jump Shot,2,ATL,431,1:01,4/11/2016,Thabo Sefolosha,32,2,Fallido,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,969.1155762,5
ATL,Fallido,SG,No,789,WAS,25' 3PT Jump Shot,3,ATL,17,1:31,4/11/2016,Tim Hardaway Jr.,30,2,Fallido,Washington Wizards,Atlanta Hawks,Escolta,Tiro de salto de 25 '3 puntos,4/11/2016,Viernes,789.183122,5
ATL,Fallido,G,No,645,WAS,Pullup Jump Shot,3,ATL,360,1:50,4/11/2016,Malcolm Delaney,19,2,Anotado,Washington Wizards,Atlanta Hawks,Guardia,Tiro de salto pullup,4/11/2016,Viernes,738.6643351,5
ATL,Anotado,PF,No,858,WAS,Jump Shot,2,ATL,262,2:23,4/11/2016,Kris Humphries,33,2,Fallido,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Salto de salto,4/11/2016,Viernes,897.1109184,5
ATL,Fallido,SF,No,622,WAS,Jump Shot,3,ATL,298,2:46,4/11/2016,Kent Bazemore,23,2,Fallido,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,689.7013847,5
ATL,Fallido,C,No,882,WAS,Driving Layup,2,ATL,246,3:31,4/11/2016,Dwight Howard,45,2,Anotado,Washington Wizards,Atlanta Hawks,Centro,Bandeja,4/11/2016,Viernes,915.6636937,5
ATL,Anotado,G,No,885,WAS,Jump Shot,3,ATL,267,4:03,4/11/2016,Malcolm Delaney,32,2,Fallido,Washington Wizards,Atlanta Hawks,Guardia,Salto de salto,4/11/2016,Viernes,924.3992644,5
ATL,Fallido,PF,No,833,WAS,Layup,2,ATL,12,4:03,4/11/2016,Kris Humphries,0,2,Fallido,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Bandeo,4/11/2016,Viernes,833.0864301,5
ATL,Fallido,G,No,858,WAS,Jump Shot,2,ATL,447,4:38,4/11/2016,Malcolm Delaney,35,2,Fallido,Washington Wizards,Atlanta Hawks,Guardia,Salto de salto,4/11/2016,Viernes,967.4569758,5
ATL,Fallido,PG,No,864,WAS,Driving Layup,2,ATL,285,4:54,4/11/2016,Dennis Schroder,16,2,Fallido,Washington Wizards,Atlanta Hawks,Base,Bandeja,4/11/2016,Viernes,909.7917344,5
ATL,Fallido,SG,No,616,WAS,Jump Shot,3,ATL,279,5:43,4/11/2016,Kyle Korver,49,2,Fallido,Washington Wizards,Atlanta Hawks,Escolta,Salto de salto,4/11/2016,Viernes,676.2373844,5
ATL,Fallido,PF,No,853,WAS,Turnaround Fadeaway,2,ATL,136,6:07,4/11/2016,Paul Millsap,24,2,Anotado,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Fadeaway de cambio,4/11/2016,Viernes,863.7736972,5
ATL,Anotado,PG,No,863,WAS,Jump Shot,2,ATL,97,7:02,4/11/2016,Dennis Schroder,55,2,Anotado,Washington Wizards,Atlanta Hawks,Base,Salto de salto,4/11/2016,Viernes,868.4342232,5
ATL,Anotado,SF,No,888,WAS,Running Dunk,2,ATL,250,7:22,4/11/2016,Thabo Sefolosha,20,2,Anotado,Washington Wizards,Atlanta Hawks,Alero,Correr volcado,4/11/2016,Viernes,922.5204605,5
ATL,Anotado,PF,No,863,WAS,Jump Shot,2,ATL,133,7:47,4/11/2016,Paul Millsap,25,2,Fallido,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Salto de salto,4/11/2016,Viernes,873.1884104,5
ATL,Fallido,C,No,887,WAS,Jump Shot,2,ATL,336,8:55,4/11/2016,Dwight Howard,68,2,Fallido,Washington Wizards,Atlanta Hawks,Centro,Salto de salto,4/11/2016,Viernes,948.5067211,5
ATL,Fallido,PF,No,822,WAS,Jump Shot,2,ATL,347,9:34,4/11/2016,Paul Millsap,39,2,Fallido,Washington Wizards,Atlanta Hawks,Ala-pÃ­vot,Salto de salto,4/11/2016,Viernes,892.2404384,5
ATL,Fallido,PG,No,873,WAS,Running Finger Roll Layup,2,ATL,251,10:15,4/11/2016,Dennis Schroder,41,2,Anotado,Washington Wizards,Atlanta Hawks,Base,Cante de rollo de dedo corriendo,4/11/2016,Viernes,908.3666661,5
ATL,Anotado,SF,No,637,WAS,Jump Shot,3,ATL,388,11:20,4/11/2016,Thabo Sefolosha,65,2,Fallido,Washington Wizards,Atlanta Hawks,Alero,Salto de salto,4/11/2016,Viernes,745.8639286,5
ATL,Fallido,PG,No,890,WAS,Layup,2,ATL,236,11:50,4/11/2016,Dennis Schroder,30,2,Fallido,Washington Wizards,Atlanta Hawks,Base,Bandeo,4/11/2016,Viernes,920.7583831,5
